"customer_id","amount"
496,"15.92"
671,"76.01"
679,"55.27"
2608,"28.32"
274,"25.43"
2075,"53.12"
4708,"26.95"
4784,"74.92"
2964,"20.03"
2870,"13.75"
3197,"74.70"
3673,"39.05"
4757,"71.44"
2586,"58.04"
133,"23.41"
2141,"41.31"
3259,"16.24"
201,"46.43"
4882,"61.44"
49,"18.64"
600,"67.63"
2778,"14.65"
2565,"22.40"
590,"29.49"
4273,"95.77"
3470,"16.00"
2787,"57.75"
4774,"18.89"
914,"36.40"
862,"55.93"
933,"61.63"
2131,"5.97"
721,"64.08"
4343,"64.20"
3737,"83.05"
3712,"38.11"
395,"76.16"
667,"9.65"
998,"86.35"
900,"74.45"
828,"46.37"
495,"16.46"
4434,"40.53"
4516,"85.29"
4117,"27.11"
1100,"51.69"
2264,"35.25"
23,"80.08"
4340,"12.28"
1514,"27.02"
1298,"43.09"
3190,"61.35"
797,"48.21"
2827,"91.45"
429,"29.98"
2388,"90.54"
555,"47.59"
289,"5.85"
1179,"36.81"
2969,"40.31"
1092,"27.50"
3661,"27.82"
4425,"51.88"
1663,"3.62"
1598,"103.72"
1943,"52.73"
714,"106.64"
3811,"4.68"
1029,"13.66"
1098,"59.22"
3546,"63.23"
340,"35.63"
997,"49.72"
2823,"34.73"
2760,"86.33"
1280,"16.21"
3550,"27.95"
493,"26.09"
136,"55.33"
4251,"53.76"
4969,"50.38"
1972,"68.98"
2524,"47.59"
3805,"67.65"
4231,"36.39"
1548,"86.99"
3493,"15.53"
4749,"9.15"
545,"10.03"
1996,"43.20"
1424,"45.53"
4310,"95.10"
2793,"41.18"
2982,"36.30"
304,"46.58"
233,"49.47"
4651,"13.34"
458,"35.06"
2481,"70.39"
3946,"79.78"
2362,"86.47"
795,"57.90"
3111,"42.04"
4210,"59.46"
1290,"35.53"
415,"94.59"
3705,"86.55"
4569,"27.39"
3446,"50.15"
1869,"73.84"
4321,"75.00"
1229,"34.96"
4238,"33.61"
2066,"30.96"
784,"70.12"
1388,"20.98"
188,"14.62"
346,"75.90"
857,"7.68"
2203,"72.54"
2275,"8.33"
2331,"88.99"
4057,"11.25"
1247,"27.67"
2318,"42.15"
552,"37.07"
3628,"84.61"
4668,"20.19"
3164,"12.37"
418,"43.74"
1902,"101.26"
106,"49.24"
15,"14.74"
3009,"65.83"
3379,"77.15"
597,"13.78"
2976,"62.02"
1141,"23.13"
2403,"52.00"
3070,"68.53"
4270,"38.61"
3323,"14.72"
2744,"25.11"
2080,"67.57"
362,"5.55"
4267,"8.75"
38,"58.55"
4347,"106.18"
1286,"90.33"
1210,"73.53"
3702,"45.83"
2938,"19.11"
4286,"59.46"
4591,"56.29"
2890,"43.66"
3025,"3.56"
2118,"8.44"
2749,"19.58"
928,"75.31"
4435,"90.69"
681,"35.75"
2334,"39.81"
2655,"13.75"
423,"7.33"
3553,"50.06"
2371,"79.00"
1959,"31.98"
4005,"85.48"
551,"44.57"
36,"18.57"
3033,"92.63"
3795,"77.28"
1512,"53.98"
1057,"114.19"
2152,"11.37"
593,"12.06"
4919,"12.20"
601,"61.66"
1884,"43.66"
2585,"16.12"
3132,"18.99"
174,"54.50"
2879,"63.21"
1593,"45.79"
4370,"12.69"
4326,"61.02"
1617,"62.26"
232,"24.21"
4621,"88.06"
3939,"13.51"
2479,"84.97"
348,"65.88"
4009,"41.21"
1358,"42.02"
4002,"20.90"
2593,"34.52"
1516,"34.95"
4060,"33.95"
3503,"73.10"
1430,"72.05"
4626,"69.46"
2245,"3.36"
1386,"23.56"
2690,"64.23"
4519,"40.11"
3276,"30.56"
688,"26.72"
3870,"90.06"
3879,"60.06"
3634,"48.54"
4534,"75.54"
2439,"8.98"
1556,"18.44"
2939,"75.17"
244,"93.48"
538,"67.73"
1656,"108.00"
659,"66.23"
4018,"75.63"
3118,"29.71"
1454,"22.47"
3900,"29.81"
4063,"26.69"
4635,"16.01"
3357,"14.86"
1944,"75.02"
3940,"72.22"
1163,"46.12"
1982,"92.35"
3582,"11.14"
4391,"92.91"
1198,"16.49"
1609,"5.59"
4986,"84.96"
3592,"66.76"
4327,"24.26"
1350,"19.34"
981,"35.74"
1919,"67.43"
881,"51.76"
446,"88.74"
4382,"9.95"
3848,"27.04"
2836,"60.53"
3481,"29.08"
121,"18.66"
4780,"20.77"
4258,"56.67"
2744,"45.51"
3127,"51.52"
159,"47.16"
1668,"41.07"
4363,"36.74"
2259,"22.77"
3643,"46.33"
147,"53.77"
352,"47.74"
1609,"26.72"
1701,"66.27"
1856,"33.25"
3427,"67.23"
4703,"35.18"
1129,"51.81"
500,"74.99"
2639,"55.73"
3552,"32.46"
3427,"44.74"
2786,"108.86"
3621,"39.93"
306,"71.00"
4402,"9.28"
904,"11.77"
1610,"14.34"
1475,"25.68"
2161,"86.94"
1680,"25.70"
3902,"78.14"
2777,"49.40"
3601,"21.28"
777,"91.55"
1609,"33.16"
787,"106.10"
2201,"39.32"
4887,"9.96"
2937,"24.20"
3829,"51.28"
3812,"33.84"
2078,"7.33"
1392,"51.11"
2858,"62.16"
1879,"59.16"
1456,"94.69"
1084,"60.67"
2993,"9.79"
4986,"28.04"
4297,"71.65"
4864,"54.24"
1690,"67.88"
4153,"24.38"
3162,"64.91"
2743,"55.49"
4860,"82.22"
3911,"25.11"
4170,"68.20"
4860,"91.29"
4715,"56.47"
1687,"47.61"
4316,"40.75"
294,"18.11"
1450,"57.75"
4092,"15.13"
1796,"16.00"
4841,"76.79"
24,"21.61"
991,"9.26"
1008,"47.28"
4813,"100.69"
4773,"61.15"
1607,"40.28"
67,"69.06"
156,"38.11"
972,"40.15"
2501,"19.99"
841,"54.73"
887,"48.95"
4408,"24.36"
28,"124.76"
2641,"90.31"
4953,"22.29"
4739,"56.42"
3462,"41.47"
126,"79.13"
1894,"33.19"
1183,"10.46"
1123,"26.72"
4979,"21.54"
1567,"76.72"
3807,"39.28"
210,"52.05"
963,"14.39"
204,"52.76"
4382,"78.42"
1480,"104.30"
815,"77.65"
2716,"50.78"
3780,"55.02"
3430,"67.79"
4610,"15.67"
4767,"5.45"
3806,"40.17"
3858,"28.42"
2958,"42.93"
4973,"71.65"
1961,"69.44"
2842,"98.24"
1934,"37.43"
2768,"48.32"
2374,"81.53"
2344,"83.11"
2235,"56.04"
1586,"26.44"
2436,"33.84"
4392,"31.93"
968,"22.54"
3929,"53.23"
3976,"37.79"
4710,"78.79"
4143,"75.67"
3014,"50.64"
2109,"71.69"
1349,"76.57"
3867,"73.92"
1674,"14.18"
4817,"95.87"
2513,"45.90"
1702,"71.34"
2057,"55.55"
1987,"76.07"
681,"71.13"
840,"55.49"
232,"29.56"
4250,"62.45"
4481,"54.26"
1044,"19.21"
1185,"24.51"
2676,"32.93"
2678,"38.93"
2850,"8.35"
3810,"20.99"
1086,"114.09"
4710,"36.42"
785,"12.12"
1633,"31.01"
2644,"47.21"
4482,"58.84"
641,"41.52"
15,"12.14"
4599,"96.71"
3491,"48.86"
1534,"57.82"
742,"18.58"
171,"15.22"
2974,"37.61"
2498,"25.51"
576,"27.93"
1285,"56.78"
3338,"66.05"
3474,"74.52"
3441,"119.49"
3935,"74.99"
922,"18.34"
3658,"84.95"
4558,"9.83"
3348,"61.15"
2242,"22.44"
3262,"37.01"
1940,"86.46"
2586,"17.54"
3631,"74.45"
898,"102.20"
1240,"83.16"
697,"68.37"
4334,"92.51"
18,"76.28"
1468,"60.29"
3277,"73.71"
3131,"24.82"
4147,"76.77"
1746,"19.38"
84,"79.58"
1742,"90.75"
3974,"25.81"
4245,"12.57"
4127,"77.17"
3759,"9.68"
4705,"70.54"
232,"100.42"
2869,"27.44"
2465,"32.31"
3549,"47.07"
3077,"26.45"
305,"25.39"
2354,"82.34"
2256,"45.87"
2252,"70.72"
3545,"79.17"
3331,"14.92"
2096,"64.07"
4503,"19.25"
2346,"62.43"
4530,"35.36"
409,"85.12"
1289,"31.66"
33,"90.22"
3457,"8.15"
2056,"87.99"
4861,"64.65"
4556,"67.65"
1545,"86.56"
1556,"12.69"
2487,"5.91"
1291,"91.57"
3290,"107.36"
1270,"62.90"
4655,"12.03"
2059,"22.39"
127,"28.28"
3748,"46.78"
4661,"41.04"
727,"19.73"
3072,"8.33"
3167,"36.77"
4256,"91.23"
201,"73.71"
1036,"64.20"
1447,"75.50"
2520,"25.70"
3696,"21.51"
544,"52.26"
285,"22.61"
2531,"46.52"
4851,"32.12"
2444,"21.33"
3850,"74.84"
2950,"40.32"
3811,"58.04"
916,"42.58"
2402,"68.41"
2980,"58.04"
4864,"89.70"
3582,"24.18"
1253,"40.57"
3814,"40.37"
3609,"28.00"
252,"4.85"
1788,"55.90"
3307,"57.82"
755,"49.66"
4522,"52.40"
1830,"75.16"
1015,"17.57"
4512,"50.43"
2592,"43.19"
3843,"25.06"
4839,"109.10"
3903,"20.55"
2225,"67.10"
4373,"18.20"
5000,"13.18"
3429,"4.31"
2852,"32.31"
2988,"75.07"
4202,"18.54"
53,"22.37"
4860,"37.47"
1644,"81.05"
2319,"97.50"
1257,"52.04"
2678,"40.17"
3346,"68.66"
2465,"24.25"
4245,"20.96"
3595,"23.95"
1487,"77.80"
1558,"84.67"
3887,"56.39"
3442,"10.77"
3470,"26.72"
2189,"70.61"
3703,"88.60"
4985,"67.16"
2874,"83.01"
4716,"17.62"
3580,"50.95"
1757,"49.34"
1988,"39.37"
2019,"37.32"
204,"82.00"
4810,"23.86"
2505,"118.16"
2638,"61.91"
3636,"97.41"
1009,"35.06"
2081,"54.05"
161,"49.84"
4993,"77.13"
1204,"15.66"
2076,"71.98"
3142,"77.51"
4165,"34.17"
4417,"69.60"
4626,"76.85"
92,"60.65"
3399,"48.74"
2736,"42.45"
1779,"31.56"
188,"60.15"
172,"46.25"
187,"6.28"
2626,"21.08"
1641,"20.97"
3875,"61.64"
1269,"20.59"
278,"60.50"
3458,"41.84"
1606,"6.23"
4685,"12.79"
1821,"47.68"
3157,"24.29"
3265,"74.58"
4871,"75.12"
4802,"43.25"
4416,"34.37"
1731,"4.09"
2648,"54.29"
2770,"26.48"
3677,"37.79"
941,"71.57"
4351,"74.75"
1425,"37.39"
1567,"81.97"
4072,"18.53"
626,"13.74"
1477,"108.63"
3536,"62.82"
2425,"37.23"
3233,"22.47"
2531,"10.34"
4270,"42.80"
3234,"80.70"
1054,"27.49"
3005,"24.74"
1297,"11.62"
2782,"10.18"
836,"37.35"
3125,"32.15"
1033,"15.10"
2383,"52.42"
602,"27.97"
4720,"93.93"
559,"48.49"
134,"25.98"
3399,"10.22"
2480,"105.74"
61,"13.69"
4052,"65.11"
4027,"28.68"
835,"82.89"
4233,"88.95"
2415,"32.11"
4613,"92.18"
135,"24.52"
419,"62.13"
3221,"68.17"
4778,"59.06"
927,"22.29"
2714,"52.94"
3572,"82.27"
4845,"38.90"
1399,"90.89"
2458,"7.39"
1285,"43.72"
1646,"56.92"
853,"19.37"
3646,"60.02"
4786,"27.41"
186,"37.87"
1607,"52.61"
2363,"67.54"
356,"28.35"
584,"36.70"
1298,"86.17"
2361,"19.51"
1732,"65.77"
1398,"99.06"
4224,"77.65"
893,"13.98"
3569,"70.55"
1072,"7.67"
1027,"54.75"
2284,"86.69"
3377,"55.83"
2230,"48.77"
1219,"77.88"
642,"69.30"
3787,"81.53"
1347,"16.11"
1596,"3.50"
4729,"90.68"
4662,"14.39"
2070,"50.60"
1536,"69.72"
234,"41.57"
3165,"87.82"
3324,"29.38"
4929,"54.21"
4026,"15.10"
2111,"63.56"
2799,"15.26"
4350,"74.30"
1568,"49.45"
300,"33.69"
3051,"86.98"
4155,"24.24"
1672,"9.47"
4950,"79.30"
3270,"9.95"
3750,"51.74"
829,"29.88"
655,"62.73"
1637,"99.07"
2034,"82.68"
2794,"66.42"
218,"21.08"
4665,"49.49"
2075,"39.22"
1549,"56.32"
3061,"98.34"
2129,"16.01"
4565,"32.16"
3861,"39.04"
4537,"33.72"
2867,"22.35"
1920,"43.04"
1868,"11.09"
1179,"26.10"
1842,"14.37"
2552,"75.54"
4367,"120.01"
3027,"42.33"
885,"72.71"
490,"22.34"
1402,"28.50"
1568,"57.72"
4688,"49.80"
294,"32.26"
3494,"21.64"
1686,"24.97"
3731,"60.33"
2121,"79.57"
3448,"6.80"
541,"67.77"
2592,"28.43"
4358,"51.58"
3268,"42.09"
1449,"52.97"
1351,"57.54"
1930,"68.64"
779,"9.58"
2684,"12.54"
2844,"46.38"
4347,"20.42"
612,"70.64"
1202,"60.20"
3200,"76.06"
2360,"27.00"
2139,"89.09"
326,"74.69"
1169,"52.67"
341,"85.82"
2063,"74.91"
4410,"79.74"
917,"74.98"
1689,"27.32"
3554,"59.27"
3441,"10.78"
2902,"52.72"
4485,"49.56"
364,"20.09"
1964,"27.56"
4299,"68.24"
4495,"8.87"
3591,"61.43"
3478,"40.27"
2769,"28.33"
382,"49.02"
2756,"41.98"
933,"30.07"
3547,"90.46"
1723,"50.08"
4553,"86.43"
2039,"4.98"
17,"83.61"
1124,"69.52"
4809,"73.57"
3320,"73.59"
3873,"60.52"
2123,"70.10"
260,"76.37"
484,"51.65"
2586,"40.30"
579,"102.83"
2335,"50.08"
130,"22.26"
4564,"29.61"
4931,"31.89"
584,"40.51"
3708,"74.59"
4798,"61.83"
400,"16.12"
4878,"9.48"
3844,"68.97"
835,"92.44"
2906,"17.80"
4432,"103.11"
2030,"81.36"
2937,"90.60"
690,"27.45"
4246,"95.92"
728,"56.03"
1247,"55.73"
129,"28.82"
260,"31.41"
4864,"14.25"
789,"89.32"
4869,"40.53"
958,"79.31"
2564,"42.18"
3749,"39.53"
4180,"39.93"
100,"45.58"
1394,"90.69"
394,"64.22"
345,"68.14"
497,"29.17"
1879,"8.22"
2476,"13.01"
1152,"17.97"
4676,"26.96"
3104,"35.10"
4188,"71.19"
3911,"45.22"
580,"36.08"
1264,"8.01"
3781,"6.80"
3422,"89.70"
3380,"94.56"
469,"39.79"
1080,"69.43"
3426,"98.22"
3869,"82.62"
1145,"46.09"
526,"22.38"
67,"26.49"
3893,"59.94"
589,"58.97"
2321,"38.24"
2480,"57.22"
1415,"8.86"
836,"41.23"
2545,"74.69"
4640,"67.85"
2861,"6.89"
304,"73.21"
4059,"56.55"
2741,"75.85"
1605,"42.74"
4678,"19.67"
2091,"95.68"
1900,"22.75"
2036,"16.71"
3395,"66.13"
2922,"92.79"
1093,"22.47"
4644,"91.01"
1988,"68.22"
2545,"13.66"
350,"75.87"
2843,"9.71"
1101,"32.92"
3542,"61.80"
4368,"20.37"
4920,"80.50"
1402,"71.40"
1803,"35.80"
1080,"68.87"
4019,"60.97"
1886,"55.18"
2962,"79.81"
3355,"107.09"
2172,"68.13"
4064,"59.29"
3593,"31.49"
2342,"17.12"
2354,"71.76"
7,"60.24"
4100,"32.10"
2297,"100.71"
1639,"81.77"
774,"34.42"
1419,"42.14"
1876,"28.49"
3262,"20.61"
4515,"82.91"
322,"69.38"
3518,"29.74"
731,"12.22"
776,"28.70"
1697,"86.34"
431,"38.94"
2878,"28.04"
4257,"72.54"
3248,"83.02"
2983,"79.28"
3354,"69.63"
2508,"39.26"
611,"23.47"
1191,"15.20"
1184,"68.20"
4563,"49.02"
1217,"26.88"
2942,"59.97"
4284,"63.31"
4274,"8.65"
943,"13.33"
3446,"60.18"
3748,"21.99"
3934,"24.09"
4893,"13.67"
3860,"79.79"
1093,"13.60"
4156,"17.79"
3088,"73.18"
3418,"114.11"
898,"52.29"
4641,"62.82"
1011,"14.52"
4387,"4.01"
1257,"25.48"
4610,"46.61"
3888,"83.91"
344,"60.19"
1377,"27.76"
2584,"66.34"
4039,"12.14"
1555,"42.66"
1576,"53.59"
3881,"84.12"
2326,"37.66"
2249,"22.47"
4931,"70.97"
343,"11.54"
3493,"98.09"
2100,"52.21"
3931,"48.32"
2711,"83.87"
1849,"24.30"
2742,"85.60"
3320,"13.85"
1609,"36.86"
2295,"42.19"
672,"24.33"
2282,"28.62"
1893,"23.49"
998,"55.91"
963,"83.32"
1974,"50.02"
4182,"103.76"
3538,"71.66"
3737,"34.49"
2879,"24.31"
3338,"15.01"
4774,"75.17"
795,"65.69"
2402,"18.04"
1663,"17.33"
4033,"39.59"
3710,"47.36"
984,"88.49"
1470,"65.29"
3239,"29.85"
3611,"24.92"
3738,"86.05"
1714,"11.49"
2558,"26.82"
1844,"67.99"
2151,"59.57"
676,"71.42"
1897,"12.32"
1948,"71.48"
1998,"45.38"
629,"94.84"
1231,"11.43"
921,"81.96"
3514,"14.77"
3832,"52.13"
3533,"73.53"
3765,"56.15"
2935,"13.08"
2517,"34.09"
1505,"86.64"
4643,"42.89"
3510,"65.55"
2217,"48.25"
3404,"28.86"
2113,"43.22"
1685,"82.27"
4770,"61.13"
3275,"12.66"
2866,"51.00"
441,"78.45"
402,"72.28"
76,"93.77"
2492,"45.15"
3115,"57.99"
143,"48.48"
2609,"58.44"
1347,"48.58"
3493,"110.85"
